SMILES,ExcitationEnergy,OscillatorStrength,score,RAscore,SCScore,SAscore,FSScore,SYBA,Bertz,Whitlock,Barone,TWC,SMCM,Bottcher,Spacial
OC1(O)C=CC=Cc2cccn21,3.717216542847952,1.0495263023833437,3.901316533373407,0.6359742879867554,2.6815844098586425,3.858265090819602,3.69140625,-33.4358361846219,347.16543803178797,15,267,5.182066392424751,22.242999999999995,145.97066858663192,226
CCn1cccc1C=C1C=CC=N1,3.657868387528828,1.0642242603659628,3.892792279233904,0.7396246194839478,2.6078259859684643,3.154194405879271,-1.6015625,-5.676535904532807,366.5494717957503,16,270,5.390567743430842,21.584,139.12429978073357,183
CC#CC(N)=c1c(=CN(C(C)C)C(C)C)[nH]c2ccn(B(F)F)c12,4.990361075687408,0.7750066814919312,3.8675631767150014,0.0048784608952701,4.641622655221322,4.48893064052848,-9.859375,-11.936699346986206,888.7800476488059,23,453,10.42125331860389,40.71900000000001,277.9666747400977,261
N=C=CC=Cc1cccn1C(=N)C(N)NN,3.58912386010942,1.0774658550329508,3.867158408751961,3.621792643571098e-07,3.153332951488166,4.888663084729229,-4.51171875,-41.05469202866957,437.91666090196594,20,288,6.574477608827447,28.201,192.68180263183524,182
Cc1cc(O)n2cnc3c(c12)=C(N)CN(C#N)C=3,5.004921242426312,0.7702463465978702,3.855022301988941,3.3778043871279806e-05,3.585750164982857,4.235287425991915,-6.1015625,-24.434071374336696,811.5760662279667,26,441,7.9550070051383495,28.695999999999998,277.987436919382,256
OCn1cccc1C=C1C=CC=[N+]1B(F)F,3.647387719556263,1.0519459542582903,3.836854755198583,0.0033336686901748,2.6868778049833355,4.459585398425255,1.5810546875,4.681478033226925,476.91850903290293,20,321,6.7083723686268515,25.373999999999995,227.0939998598268,227
Cn1cccc1C=C1C=CC=[N+]1B(N)F,3.662844384277434,1.0472417275031407,3.8358834805658777,0.0216013956815004,3.293888906529069,4.33611883308963,1.765625,12.86569135709006,456.98748710483767,19,309,6.296434382579432,24.03,224.28860283498477,215
[B][N+]1=CC=CC1=Cc1ccc(O)[nH]1,3.583447309959502,1.0678865273714069,3.826715103851062,0.1616823673248291,2.458404075333168,4.806182369551445,2.712890625,-12.181519274220303,415.0041217050131,18,297,5.4158877438152055,21.625,197.15917508918946,192
Cn1cccc1C=C1C=C(N)C=N1,3.588345147123791,1.0534713282247383,3.780218728269294,0.6754703521728516,2.907779832843656,3.5468933882624647,-1.0166015625,-0.0192398941965441,407.5592782669568,17,282,5.4158877438152055,22.590000000000003,150.59823096906595,193
Cn1c(O)ccc1C=C1C=CC=[N+]1B(F)F,3.603946045816512,1.0480339942653971,3.777057969514063,0.0019724315498024,3.1371874232362678,4.6005145592644165,1.02734375,-12.312052930537666,502.9173493986293,20,330,6.754109102025239,26.373999999999995,234.75414985694215,227
Fn1cccc1C=C1C=CC=N1,3.666484915551066,1.0288495939532916,3.772261516600583,0.0026239193975925,2.338142346634738,3.813266836133112,0.93359375,-35.462729989390056,357.6351837557248,17,264,4.976152736091284,20.173000000000002,142.45968141167435,171
Cn1cccc1C=CC=C=CN=NC(N)=NNOO,3.5903567508969987,1.0464661915103592,3.75718695527469,0.1656176596879959,3.56503962869532,4.597336123011697,-3.384765625,-29.91359739435177,537.1352395835941,22,336,7.331314648802981,29.733000000000004,187.60824323609756,166
N#Cn1cccc1C=C1C=CC=N1,3.590720052650997,1.0449549275000891,3.752140612291039,0.005967796780169,2.774214699164719,3.8485571589157086,1.1103515625,-28.77053584046286,426.9800695022172,21,300,5.390567743430842,22.019,148.9380809719506,173
N#Cn1cccc1C=C1C=CC=[N+]1B(F)F,3.6000320539746964,1.0393183946530025,3.741579535036333,0.0564451925456523,3.0353866301642,4.830520783040639,2.7109375,-6.5972719955169765,534.5041961821391,24,348,6.7083723686268515,25.761999999999997,227.73785604960148,217
CCn1cccc1C=CC=CN,3.5366269999027256,1.0545116508364676,3.729414376060247,0.999595582485199,2.798912941531204,3.312694050095621,-2.3984375,-9.825490909761754,281.7836156082303,10,204,4.835176722324114,19.155,130.61452477640665,109
Cc1ccc2n1C(C)C(N)=NC=CC=C2,3.592393480850401,1.03603818898201,3.721856836011029,0.001128549221903,2.856165503569997,4.629268930972305,-4.4375,-49.35855993973242,449.4323305428939,19,327,6.367365986103387,28.590000000000003,164.93808097195065,302
Cc1ccc2n1CC=NC=CC=C2,3.542060133211953,1.048795251405239,3.714895847904504,0.008856470696628,2.855693229791512,4.179798691373529,-2.552734375,-64.83056639937513,380.7945842935868,16,294,5.419420394279352,23.584000000000003,143.44459977496436,193
C1=CN=CCn2cccc2C=C1,3.534980133288247,1.048795251405239,3.707470377604572,0.4441770911216736,2.951966052760822,4.276933093865657,-1.119140625,-66.63113774966513,342.4754820958952,16,276,4.924403352476639,21.584,131.78444977784898,180
CC=C(N)C=Cc1cccn1C,3.6231779969419753,1.019487597322464,3.693785030773992,0.9966292977333068,2.5155199769881147,3.380042260708537,-0.7041015625,6.051570481384585,305.3934103860819,10,213,4.831063118319127,20.155,132.274674773522,110
