SMILES,ExcitationEnergy,OscillatorStrength,score,RAscore,SCScore,SAscore,FSScore,SYBA,Bertz,Whitlock,Barone,TWC,SMCM,Bottcher,Spacial
NNC1=[N+]2[B]n3c(cc(ON)c3O)C=C2C(F)=C1F,3.66959719880422,0.7075494005322457,2.596421298208734,4.7768285185156856e-06,3.652085912070934,5.082090659500849,-2.556640625,-25.742154478248203,678.3949991262431,28,444,8.448604967548693,33.58,340.90168457844345,322
[B]n1c(C=CC=CC=N)ccc1NC,3.416349462234406,0.8073127344489098,2.758062426189521,0.0003280421369709,2.9766185747024982,4.43863679870989,-5.14453125,-33.45397154537775,363.4440575568748,14,246,5.712460287733722,22.584000000000003,170.06769378545454,125
C=Cn1cccc1C=C1C=CC(O)=N1,3.6692964571589513,0.9314370986183484,3.4177188460267187,0.5310605764389038,3.15641738037086,4.033415970307522,-1.34375,-22.638503359042048,449.6075177255432,19,300,5.828151203560874,23.131,159.22881229010866,200
FBn1cccc1C=C1C=CC=N1,3.6372797573346936,0.7817857329487802,2.843573421027665,0.0767607614398002,2.6213533783177256,4.3604567540574095,-0.5751953125,-22.195977674247224,376.07389458777976,18,276,5.390567743430842,21.024,162.3912499809985,179
Cc1cc2c(ccn2BF)c(C)c1C,5.014334319799668,0.5216750675022896,2.61585319476054,0.9999961853027344,3.1544991721483324,3.5300040674735147,-0.5439453125,23.164025751827158,487.4834553824955,11,303,6.1093868346153295,23.924,167.3879937796853,152
C=C=C(N=N)C(=Cc1ccc(O)n1CN)N=CC,3.6717728400026046,0.8526238126916545,3.130640958180685,1.4255740552471252e-06,3.3827453232406595,4.697281360057849,-5.58203125,-67.41806333252494,546.8140433334082,20,333,7.426793526093415,28.659,189.03538245952961,166
C#CC(=C1C=CC=N1)c1c2ccn1c(C)c2,3.7647375570293455,0.8695320609470207,3.273560006888379,0.0003106783260591,3.991355820320114,4.495445797936762,-7.3671875,-16.23230916040135,660.8316689827813,26,399,7.055275671294851,30.965,179.5393372800124,240
Cn1cccc1C=C1C=CC(O)=N1,3.617823451943624,0.9293810984452564,3.3623367337483745,0.9935530424118042,3.2812729541002543,3.5315204152894912,0.0218658447265625,5.70734391029365,410.3141657691203,17,282,5.4158877438152055,22.631,145.88896228722396,193
C#Cc1ccc2n1[B-](F)(F)[N+]1=C(C)C(C)=C(O)C1=C2,3.633778791220984,0.7440410649915538,2.703680641763781,0.0537047274410724,3.149882549150236,4.5853059570991785,-4.265625,-12.322170326077403,747.1830337053032,28,462,8.62582966442233,32.85,286.20340307155897,381
Cc1cc[n-]c1C=C1C=CC=N1,3.815141995048523,0.6757759263677255,2.578181115928328,0.8274701833724976,2.3522469990829387,4.64337936360564,0.60791015625,-26.37535181834308,352.945227819832,16,267,4.976152736091284,20.727000000000004,121.80074358518958,171
NC1=NC(=Cc2cccn2B(F)F)C=C1,3.628751758887276,0.787801733338833,2.858736925507735,0.2402879446744918,3.302811491143608,4.237099052869851,-1.859375,-9.914780805344012,459.6774430407305,20,312,6.27301725380661,23.476,175.8847311779848,214
C=CBn1cccc1C=C1C=CC(N)=N1,3.850147872298104,0.7833413996140163,3.015980223006924,0.9966365098953248,3.2560030199741274,4.571042600020374,-3.875,-13.624743497350597,465.93251360873063,20,312,6.220297200420328,23.084000000000003,184.1000963324273,208
OC1=CC2=Cc3cc(O)cn3B(F)[N+]2=C1,3.612056253571737,0.7046933992544809,2.545392199627873,0.0133139798417687,3.318621749862884,5.145673778144576,-0.325439453125,-13.926839699153753,544.3072860564866,24,372,6.639747883756923,26.118,271.3654184320356,269
NC1=CC=Cc2cccn2CC=C1N,3.6870201998120256,0.9724695923487344,3.5855150306927497,0.8001664876937866,2.8503940377018324,4.29100981045765,-2.39453125,-46.14300462353956,421.4959730319513,17,315,5.788973262299089,25.661,174.0884559647391,224
COc1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2SC,3.7638588589622857,0.7067682560076316,2.660175961607649,4.858736792812124e-05,3.2231461756363315,4.448925272145761,-2.73828125,-12.915134653649105,618.5594417535506,25,411,8.10738219093763,26.252,294.80791558093404,354
CC1=[N+]2C(=C(S)c3cc(O)cn3[B-]2(F)F)C=C1,3.792914184470403,0.7365804000387588,2.793786247309892,0.0025060519110411,3.1725029790638484,4.843699023312128,-3.328125,-17.1186196242963,630.2504556135302,25,411,7.712028873481208,29.127,280.12821557516486,356
CC(N)n1cccc1C=C1N=CC=C1NO,3.757794527967771,0.8323108717401823,3.127653239393342,9.229649435837928e-07,3.2863352185890347,4.320919238575383,-5.94140625,-30.01711061564244,468.0840421767663,21,318,6.7083723686268515,28.536,195.20949954415943,259
C=CC1=Cc2cccn2[B-](F)(F)[N+]1=CO,3.690341248178482,0.7044197333693504,2.599549198083802,0.8290518522262573,2.7303351427346687,5.084821298916488,-0.488037109375,-17.74424191893424,476.2118239029235,20,324,6.624809221812158,24.517000000000003,232.63799057949163,270
OCC(=C1C=CC=N1)c1cc2c#cn1c2,3.7359901299340375,0.8165011323034763,3.050440171365753,0.0103753460571169,3.3630504150521463,5.659783177786387,-9.1484375,-52.56194876720852,560.694354544058,27,381,6.525168206920788,29.345,175.95437477929124,229
CC(=Cc1cccn1B(F)C=CO)N=C1C=CC=CC1=N,4.184145158093317,0.6127350642840067,2.563772452417924,2.305038826477812e-09,3.3937659561599114,4.6414824731049205,-3.9921875,-53.23591335851517,682.845779630041,26,414,8.590784130391704,34.649,275.5155497617322,274
